,target_default,risk_rate,credit_limit,income,n_defaulted_loans,n_issues,ok_since,n_bankruptcies,external_data_provider_credit_checks_last_year,external_data_provider_credit_checks_last_month,external_data_provider_credit_checks_last_2_year,score_rating,score_rating_enc,risk_score,y_target
21599,0,0.39,25647.0,75027.06,0.0,10.0,32.0,0.0,0.0,0,2.0,low,2,0.557187659027365,1
21600,0,0.18,79831.0,44028.9,0.0,7.0,53.0,0.0,1.0,2,2.0,good,1,0.46548071967725424,0
21601,1,0.38,71200.0,63016.19,0.0,11.0,32.0,1.0,2.0,3,2.0,medium,3,0.557187659027365,1
21602,0,0.53,25647.0,48448.26,0.0,10.0,32.0,0.0,1.0,1,2.0,good,1,0.5941942313235472,1
21603,0,0.15,25647.0,84020.16,0.0,10.0,32.0,0.0,0.0,1,2.0,excellent,0,0.31694586105783434,0
21604,0,0.45,30788.0,58018.13,0.0,9.0,23.0,0.0,1.0,0,0.0,low,2,0.5941942313235472,1
21605,0,0.48,27480.0,65012.37,0.0,16.0,32.0,0.0,2.0,1,0.0,medium,3,0.5941942313235472,1
21606,0,0.21,25647.0,28578.2,0.0,10.0,73.0,0.0,2.0,3,2.0,low,2,0.46548071967725424,0
21607,0,0.21,76431.0,165014.97,0.0,13.0,34.0,0.0,1.0,2,0.0,low,2,0.46548071967725424,0
21608,0,0.48,36148.0,52026.74,0.0,6.0,51.0,0.0,0.0,1,2.0,low,2,0.5941942313235472,1
21609,0,0.21,15675.0,50034.65,0.0,10.0,42.0,1.0,0.0,0,2.0,low,2,0.46548071967725424,0
21610,0,0.36,47182.0,109014.92,0.0,12.0,32.0,0.0,1.0,0,2.0,low,2,0.557187659027365,1
21611,0,0.19,25002.0,52017.16,0.0,10.0,32.0,0.0,0.0,3,2.0,good,1,0.46548071967725424,0
21612,0,0.15,24303.0,80017.71,0.0,13.0,53.0,0.0,0.0,0,0.0,low,2,0.31694586105783434,0
21613,0,0.36,6887.0,25016.32,0.0,9.0,30.0,0.0,1.0,2,0.0,medium,3,0.557187659027365,1
21614,0,0.17,25647.0,22220.01,0.0,10.0,32.0,0.0,2.0,3,2.0,low,2,0.3868718033895916,0
21615,0,0.32,25647.0,105025.65,0.0,10.0,32.0,0.0,2.0,1,2.0,low,2,0.5197996036202535,1
21616,0,0.44,6673.0,18023.55,0.0,6.0,32.0,0.0,0.0,0,2.0,good,1,0.5941942313235472,1
21617,0,0.22,8901.0,90030.18,0.0,11.0,32.0,0.0,2.0,2,2.0,low,2,0.46548071967725424,0
21618,1,0.21,25647.0,18025.68,0.0,10.0,32.0,0.0,2.0,2,2.0,low,2,0.46548071967725424,0
21619,0,0.24,10542.0,27198.65,0.0,9.0,22.0,0.0,2.0,2,0.0,medium,3,0.46548071967725424,0
21620,0,0.33,12762.0,63022.23,0.0,9.0,20.0,0.0,0.0,2,0.0,medium,3,0.5197996036202535,1
21621,1,0.22,82049.0,160021.06,0.0,9.0,11.0,0.0,0.0,1,0.0,low,2,0.46548071967725424,0
21622,0,0.46,15725.0,80830.71,0.0,17.0,32.0,0.0,1.0,3,2.0,low,2,0.5941942313235472,1
21623,0,0.16,39896.0,116023.77,0.0,6.0,32.0,1.0,1.0,1,2.0,low,2,0.3868718033895916,0
21624,0,0.32,25647.0,160026.91,0.0,10.0,63.0,0.0,1.0,2,2.0,low,2,0.5197996036202535,1
21625,0,0.31,8216.0,49030.04,0.0,13.0,32.0,0.0,1.0,3,2.0,low,2,0.5197996036202535,1
21626,0,0.25,37106.0,85026.28,0.0,10.0,4.0,0.0,2.0,1,0.0,low,2,0.46548071967725424,0
21627,0,0.25,25647.0,48028.71,0.0,10.0,32.0,0.0,0.0,2,0.0,low,2,0.46548071967725424,0
21628,0,0.22,113075.0,95045.51,0.0,11.0,48.0,0.0,1.0,3,0.0,medium,3,0.46548071967725424,0
21629,0,0.25,4200.0,29518.75,0.0,8.0,32.0,0.0,0.0,3,0.0,medium,3,0.46548071967725424,0
21630,0,0.2,9297.0,37728.58,0.0,7.0,32.0,0.0,1.0,3,2.0,low,2,0.46548071967725424,0
21631,0,0.25,49477.0,32025.76,0.0,8.0,32.0,0.0,0.0,3,0.0,low,2,0.46548071967725424,0
21632,0,0.24,25647.0,53039.44,0.0,10.0,32.0,0.0,2.0,2,0.0,low,2,0.46548071967725424,0
21633,0,0.25,25647.0,47370.81,0.0,10.0,32.0,0.0,0.0,3,0.0,low,2,0.46548071967725424,0
21634,0,0.34,52979.0,59611.33,0.0,6.0,32.0,0.0,2.0,1,2.0,low,2,0.5197996036202535,1
21635,0,0.21,25647.0,82026.22,0.0,10.0,32.0,0.0,2.0,2,0.0,low,2,0.46548071967725424,0
21636,0,0.38,0.0,44746.67,0.0,4.0,32.0,0.0,1.0,3,0.0,low,2,0.557187659027365,1
21637,1,0.44,25647.0,47025.58,0.0,21.0,32.0,0.0,0.0,1,2.0,low,2,0.5941942313235472,1
21638,0,0.24,11170.0,69017.29,0.0,9.0,32.0,0.0,0.0,3,0.0,low,2,0.46548071967725424,0
21639,0,0.31,25647.0,45024.55,0.0,10.0,32.0,0.0,2.0,3,0.0,low,2,0.5197996036202535,1
21640,0,0.23,25647.0,42030.63,0.0,10.0,26.0,0.0,2.0,0,0.0,low,2,0.46548071967725424,0
21641,0,0.3,24560.0,50024.38,0.0,7.0,38.0,0.0,2.0,2,2.0,low,2,0.5197996036202535,1
21642,0,0.34,69351.0,51721.57,0.0,16.0,32.0,0.0,2.0,0,2.0,low,2,0.5197996036202535,1
21643,1,0.5,34176.0,55013.21,0.0,8.0,6.0,0.0,1.0,1,2.0,low,2,0.5941942313235472,1
21644,1,0.24,26908.0,56015.28,0.0,9.0,69.0,0.0,2.0,2,2.0,low,2,0.46548071967725424,0
21645,0,0.3,25647.0,55525.22,0.0,12.0,32.0,0.0,0.0,0,0.0,good,1,0.5197996036202535,1
21646,1,0.37,25647.0,75010.29,0.0,10.0,32.0,0.0,2.0,2,0.0,low,2,0.557187659027365,1
21647,1,0.31,25647.0,55012.03,0.0,10.0,32.0,0.0,1.0,0,2.0,low,2,0.5197996036202535,1
21648,0,0.38,48659.0,82017.6,0.0,9.0,50.0,0.0,0.0,3,0.0,medium,3,0.557187659027365,1
21649,0,0.32,8000.0,120022.76,0.0,6.0,32.0,0.0,2.0,1,2.0,low,2,0.5197996036202535,1
21650,0,0.23,4584.0,62020.33,0.0,12.0,58.0,0.0,1.0,3,0.0,low,2,0.46548071967725424,0
21651,0,0.23,2900.0,57023.4,0.0,11.0,12.0,0.0,1.0,0,2.0,low,2,0.46548071967725424,0
21652,1,0.31,25647.0,72011.43,0.0,10.0,32.0,0.0,2.0,3,0.0,low,2,0.5197996036202535,1
21653,0,0.19,25647.0,48023.62,0.0,10.0,32.0,0.0,2.0,3,2.0,medium,3,0.46548071967725424,0
21654,0,0.5,0.0,174007.02,0.0,18.0,34.0,0.0,2.0,0,0.0,low,2,0.5941942313235472,1
21655,0,0.32,11148.0,31033.68,0.0,3.0,32.0,0.0,0.0,3,2.0,low,2,0.5197996036202535,1
21656,0,0.19,25647.0,204011.97,0.0,10.0,32.0,0.0,0.0,0,2.0,good,1,0.46548071967725424,0
21657,1,0.18,81821.0,55019.97,0.0,24.0,32.0,0.0,1.0,2,2.0,medium,3,0.46548071967725424,0
21658,0,0.12,25647.0,60522.52,0.0,10.0,32.0,0.0,1.0,0,0.0,low,2,0.31694586105783434,0
21659,0,0.24,25647.0,45020.65,0.0,14.0,32.0,0.0,1.0,3,2.0,low,2,0.46548071967725424,0
21660,0,0.25,32278.0,50023.87,0.0,10.0,43.0,1.0,1.0,2,2.0,medium,3,0.46548071967725424,0
21661,1,0.27,0.0,63036.63,0.0,11.0,32.0,0.0,1.0,1,2.0,low,2,0.46548071967725424,0
21662,0,0.3,25647.0,74253.42,0.0,10.0,14.0,0.0,0.0,1,2.0,low,2,0.5197996036202535,1
21663,0,0.35,0.0,27823.02,0.0,6.0,32.0,0.0,1.0,2,2.0,low,2,0.557187659027365,1
21664,0,0.21,25647.0,79016.98,0.0,10.0,32.0,0.0,0.0,3,2.0,medium,3,0.46548071967725424,0
21665,0,0.13,0.0,39019.76,0.0,7.0,32.0,0.0,1.0,2,0.0,low,2,0.31694586105783434,0
21666,0,0.25,25647.0,52017.28,0.0,10.0,32.0,0.0,0.0,3,2.0,low,2,0.46548071967725424,0
21667,0,0.33,25622.0,44017.02,0.0,10.0,32.0,0.0,2.0,0,2.0,low,2,0.5197996036202535,1
21668,0,0.35,26153.0,40051.97,0.0,6.0,32.0,0.0,0.0,0,2.0,medium,3,0.557187659027365,1
21669,0,0.41,25647.0,80018.46,0.0,10.0,32.0,0.0,1.0,0,0.0,low,2,0.557187659027365,1
21670,0,0.39,14786.0,80025.42,0.0,9.0,32.0,0.0,0.0,0,0.0,low,2,0.557187659027365,1
21671,0,0.21,15071.0,53020.26,0.0,10.0,32.0,0.0,0.0,1,2.0,good,1,0.46548071967725424,0
21672,0,0.2,0.0,52026.34,0.0,8.0,32.0,0.0,0.0,3,0.0,low,2,0.46548071967725424,0
21673,1,0.25,0.0,37053.43,0.0,16.0,32.0,0.0,2.0,2,2.0,low,2,0.46548071967725424,0
21674,0,0.21,0.0,52015.13,0.0,12.0,15.0,0.0,1.0,2,2.0,low,2,0.46548071967725424,0
21675,0,0.2,25647.0,34024.06,0.0,8.0,32.0,0.0,2.0,2,0.0,low,2,0.46548071967725424,0
21676,0,0.28,20101.0,77527.2,0.0,14.0,32.0,0.0,1.0,2,2.0,low,2,0.46548071967725424,0
21677,0,0.53,25647.0,60028.35,0.0,10.0,32.0,0.0,0.0,0,2.0,low,2,0.5941942313235472,1
21678,1,0.37,12182.0,40025.38,0.0,6.0,32.0,0.0,1.0,1,0.0,low,2,0.557187659027365,1
21679,1,0.26,5000.0,45019.1,0.0,9.0,8.0,0.0,1.0,3,2.0,low,2,0.46548071967725424,0
21680,0,0.4,25183.0,45037.36,0.0,13.0,36.0,0.0,1.0,1,2.0,low,2,0.557187659027365,1
21681,0,0.26,10281.0,25039.86,0.0,13.0,32.0,0.0,2.0,0,2.0,medium,3,0.46548071967725424,0
21682,0,0.45,40353.0,130037.2,0.0,12.0,8.0,0.0,1.0,2,2.0,low,2,0.5941942313235472,1
21683,1,0.22,18298.0,31023.6,0.0,6.0,16.0,0.0,0.0,3,2.0,low,2,0.4051395622015246,0
21684,0,0.4,7650.0,84020.25,0.0,7.0,32.0,0.0,1.0,1,0.0,low,2,0.557187659027365,1
21685,0,0.25,0.0,32028.92,0.0,6.0,66.0,1.0,1.0,3,2.0,low,2,0.4051395622015246,0
21686,0,0.5,47567.0,120012.27,0.0,41.0,32.0,0.0,2.0,0,0.0,low,2,0.5941942313235472,1
21687,0,0.37,25647.0,73027.48,0.0,18.0,32.0,0.0,2.0,0,0.0,good,1,0.557187659027365,1
21688,0,0.27,38619.0,152014.07,0.0,10.0,32.0,0.0,1.0,2,2.0,medium,3,0.46548071967725424,0
21689,0,0.24,25647.0,45026.1,0.0,10.0,32.0,1.0,2.0,2,2.0,medium,3,0.46548071967725424,0
21690,0,0.15,25647.0,35024.78,0.0,10.0,32.0,0.0,1.0,2,0.0,low,2,0.31694586105783434,0
21691,0,0.39,0.0,106023.96,0.0,7.0,32.0,0.0,2.0,3,2.0,low,2,0.557187659027365,1
21692,0,0.2,35529.0,44552.36,0.0,6.0,59.0,0.0,2.0,2,0.0,low,2,0.4051395622015246,0
21693,0,0.38,47939.0,70016.99,0.0,10.0,41.0,1.0,0.0,3,2.0,low,2,0.557187659027365,1
21694,0,0.29,25647.0,34021.98,0.0,10.0,35.0,0.0,1.0,2,2.0,medium,3,0.5197996036202535,1
21695,0,0.36,105245.0,55151.55,0.0,9.0,8.0,0.0,1.0,2,0.0,medium,3,0.557187659027365,1
21696,0,0.17,0.0,95640.24,0.0,14.0,40.0,0.0,1.0,1,0.0,low,2,0.3868718033895916,0
21697,1,0.28,36109.0,60025.55,0.0,6.0,32.0,0.0,2.0,1,2.0,low,2,0.4051395622015246,0
21698,0,0.36,37181.0,72012.23,0.0,10.0,9.0,1.0,0.0,1,0.0,low,2,0.557187659027365,1
21699,0,0.23,93662.0,42523.3,0.0,16.0,32.0,0.0,2.0,2,2.0,medium,3,0.46548071967725424,0
21700,0,0.17,0.0,50012.2,0.0,11.0,11.0,0.0,0.0,3,2.0,medium,3,0.3868718033895916,0
21701,0,0.27,51268.0,86025.24,0.0,8.0,32.0,0.0,1.0,2,2.0,low,2,0.46548071967725424,0
21702,1,0.26,75000.0,120042.41,0.0,20.0,32.0,0.0,0.0,2,0.0,low,2,0.46548071967725424,0
21703,0,0.26,25647.0,50041.05,0.0,10.0,32.0,0.0,2.0,3,2.0,medium,3,0.46548071967725424,0
21704,0,0.21,26851.0,65040.43,0.0,9.0,8.0,0.0,1.0,0,2.0,low,2,0.46548071967725424,0
21705,0,0.37,22549.0,92021.84,0.0,11.0,40.0,0.0,1.0,0,2.0,medium,3,0.557187659027365,1
21706,1,0.32,13556.0,35012.53,0.0,13.0,32.0,0.0,2.0,2,0.0,low,2,0.5197996036202535,1
21707,0,0.44,25647.0,62427.52,0.0,8.0,7.0,0.0,2.0,1,0.0,low,2,0.5941942313235472,1
21708,0,0.25,25647.0,40019.83,0.0,10.0,32.0,0.0,1.0,1,2.0,low,2,0.46548071967725424,0
21709,0,0.33,10835.0,45041.47,0.0,17.0,7.0,0.0,1.0,2,2.0,medium,3,0.5197996036202535,1
21710,0,0.4,54180.0,60030.01,0.0,18.0,38.0,0.0,0.0,3,0.0,good,1,0.557187659027365,1
21711,0,0.45,0.0,39019.09,0.0,7.0,31.0,0.0,2.0,0,0.0,low,2,0.5941942313235472,1
21712,1,0.25,35745.0,54236.52,0.0,6.0,32.0,0.0,1.0,2,2.0,medium,3,0.4051395622015246,0
21713,0,0.13,30268.0,65022.25,0.0,8.0,32.0,0.0,0.0,0,2.0,low,2,0.31694586105783434,0
21714,0,0.32,25647.0,43020.51,0.0,10.0,32.0,0.0,1.0,0,0.0,medium,3,0.5197996036202535,1
21715,0,0.32,11500.0,41012.72,0.0,6.0,32.0,0.0,0.0,3,2.0,medium,3,0.5197996036202535,1
21716,0,0.25,25647.0,50023.79,0.0,10.0,37.0,0.0,2.0,1,0.0,medium,3,0.46548071967725424,0
21717,1,0.21,0.0,30024.42,0.0,10.0,74.0,0.0,1.0,3,0.0,low,2,0.46548071967725424,0
21718,0,0.32,25647.0,163016.32,0.0,10.0,32.0,0.0,0.0,1,0.0,low,2,0.5197996036202535,1
21719,0,0.65,0.0,55439.74,0.0,9.0,32.0,1.0,0.0,3,2.0,low,2,0.5941942313235472,1
21720,0,0.34,25202.0,43047.45,0.0,11.0,32.0,0.0,0.0,3,2.0,low,2,0.5197996036202535,1
21721,0,0.26,141308.0,247011.07,0.0,19.0,32.0,0.0,0.0,1,0.0,medium,3,0.46548071967725424,0
21722,0,0.17,0.0,39522.96,0.0,12.0,32.0,0.0,0.0,0,2.0,low,2,0.3868718033895916,0
21723,0,0.16,122064.0,154025.81,0.0,27.0,50.0,0.0,0.0,2,2.0,medium,3,0.3868718033895916,0
21724,0,0.17,98212.0,39022.74,0.0,21.0,32.0,0.0,1.0,1,2.0,low,2,0.3868718033895916,0
21725,0,0.3,25647.0,52544.91,0.0,10.0,58.0,0.0,1.0,3,0.0,low,2,0.5197996036202535,1
21726,0,0.19,40584.0,118022.01,0.0,11.0,8.0,0.0,2.0,2,0.0,low,2,0.46548071967725424,0
21727,0,0.11,25647.0,55026.32,0.0,10.0,32.0,0.0,1.0,1,2.0,low,2,0.31694586105783434,0
21728,0,0.5,5178.0,65027.68,0.0,8.0,32.0,0.0,1.0,1,0.0,low,2,0.5941942313235472,1
21729,0,0.31,25647.0,90015.72,0.0,10.0,32.0,0.0,0.0,2,0.0,low,2,0.5197996036202535,1
21730,1,0.36,161168.0,165018.98,0.0,38.0,32.0,0.0,1.0,1,2.0,low,2,0.557187659027365,1
21731,0,0.3,86431.0,69010.15,0.0,11.0,8.0,0.0,2.0,3,2.0,low,2,0.5197996036202535,1
21732,1,0.25,25647.0,54020.45,0.0,10.0,73.0,0.0,1.0,1,0.0,low,2,0.46548071967725424,0
21733,0,0.36,25647.0,37016.4,0.0,10.0,32.0,0.0,2.0,3,0.0,low,2,0.557187659027365,1
21734,0,0.61,25647.0,80015.65,0.0,10.0,32.0,0.0,1.0,3,2.0,low,2,0.5941942313235472,1
21735,1,0.19,25254.0,28026.16,0.0,11.0,32.0,0.0,2.0,2,2.0,medium,3,0.46548071967725424,0
21736,0,0.17,24868.0,40005.96,0.0,6.0,32.0,0.0,0.0,3,0.0,low,2,0.3868718033895916,0
21737,0,0.27,25647.0,60013.28,0.0,10.0,51.0,0.0,1.0,0,2.0,low,2,0.46548071967725424,0
21738,0,0.12,25647.0,125036.95,0.0,10.0,27.0,0.0,0.0,2,2.0,low,2,0.31694586105783434,0
21739,0,0.2,0.0,51039.34,0.0,16.0,32.0,0.0,1.0,2,2.0,low,2,0.46548071967725424,0
21740,0,0.29,59024.0,115023.95,0.0,11.0,32.0,1.0,2.0,2,2.0,low,2,0.5197996036202535,1
21741,0,0.42,25647.0,175012.67,0.0,10.0,37.0,0.0,1.0,1,0.0,low,2,0.5941942313235472,1
21742,0,0.28,12000.0,39020.5,0.0,7.0,32.0,1.0,0.0,3,2.0,low,2,0.46548071967725424,0
21743,0,0.2,5000.0,44024.67,0.0,7.0,32.0,0.0,2.0,2,0.0,low,2,0.46548071967725424,0
21744,0,0.32,48003.0,48830.2,0.0,15.0,32.0,0.0,0.0,3,0.0,good,1,0.5197996036202535,1
21745,0,0.28,27623.0,28013.78,0.0,6.0,77.0,0.0,1.0,2,0.0,excellent,0,0.4051395622015246,0
21746,0,0.29,25647.0,87032.17,0.0,10.0,42.0,0.0,1.0,3,2.0,low,2,0.5197996036202535,1
21747,0,0.31,25647.0,76024.82,0.0,10.0,32.0,0.0,0.0,2,2.0,medium,3,0.5197996036202535,1
21748,0,0.22,25647.0,39622.8,0.0,10.0,32.0,0.0,0.0,2,0.0,low,2,0.46548071967725424,0
21749,0,0.21,25647.0,58043.14,0.0,10.0,32.0,0.0,1.0,3,0.0,low,2,0.46548071967725424,0
21750,0,0.39,25647.0,21872.66,0.0,10.0,32.0,0.0,2.0,0,0.0,low,2,0.557187659027365,1
21751,0,0.29,6408.0,70014.31,0.0,19.0,29.0,0.0,1.0,1,2.0,low,2,0.5197996036202535,1
21752,1,0.69,70841.0,55010.32,0.0,7.0,64.0,0.0,2.0,3,2.0,medium,3,0.5941942313235472,1
21753,0,0.22,115025.0,110035.27,0.0,12.0,32.0,0.0,0.0,2,2.0,low,2,0.46548071967725424,0
21754,0,0.19,84006.0,73009.64,0.0,13.0,32.0,0.0,0.0,0,2.0,medium,3,0.46548071967725424,0
21755,0,0.37,30951.0,32031.44,0.0,8.0,32.0,0.0,0.0,1,2.0,low,2,0.557187659027365,1
21756,0,0.29,25647.0,140013.0,0.0,5.0,32.0,0.0,0.0,1,0.0,medium,3,0.5197996036202535,1
21757,0,0.2,47369.0,80018.24,0.0,26.0,32.0,0.0,2.0,1,2.0,low,2,0.46548071967725424,0
21758,0,0.12,32704.0,30723.35,0.0,9.0,14.0,0.0,0.0,3,2.0,medium,3,0.31694586105783434,0
21759,0,0.25,25647.0,79019.54,0.0,10.0,32.0,0.0,1.0,1,2.0,low,2,0.46548071967725424,0
21760,0,0.33,9803.0,70020.45,0.0,10.0,73.0,0.0,0.0,0,0.0,low,2,0.5197996036202535,1
21761,0,0.54,15600.0,90026.44,0.0,5.0,32.0,0.0,1.0,2,2.0,low,2,0.5941942313235472,1
21762,0,0.33,25647.0,90032.14,0.0,10.0,32.0,0.0,1.0,0,2.0,low,2,0.5197996036202535,1
21763,0,0.21,25647.0,75042.91,0.0,10.0,32.0,0.0,2.0,2,2.0,low,2,0.46548071967725424,0
21764,0,0.4,0.0,48021.54,0.0,8.0,76.0,1.0,2.0,0,0.0,low,2,0.557187659027365,1
21765,0,0.27,0.0,44035.72,0.0,4.0,32.0,0.0,0.0,0,0.0,low,2,0.4051395622015246,0
21766,0,0.33,25647.0,39511.98,0.0,10.0,32.0,0.0,0.0,0,2.0,low,2,0.5197996036202535,1
21767,0,0.3,25647.0,50547.39,0.0,10.0,21.0,0.0,1.0,3,2.0,low,2,0.5197996036202535,1
21768,0,0.13,21500.0,35020.22,0.0,12.0,32.0,0.0,2.0,1,0.0,low,2,0.31694586105783434,0
21769,0,0.22,35321.0,32029.8,0.0,14.0,13.0,0.0,1.0,1,2.0,good,1,0.46548071967725424,0
21770,0,0.46,25647.0,25028.54,0.0,10.0,32.0,0.0,1.0,0,0.0,low,2,0.5941942313235472,1
21771,0,0.44,25647.0,225037.94,0.0,10.0,31.0,0.0,2.0,1,2.0,low,2,0.5941942313235472,1
21772,0,0.35,0.0,56012.84,0.0,5.0,32.0,0.0,0.0,3,2.0,low,2,0.557187659027365,1
21773,0,0.34,25647.0,28523.23,0.0,10.0,32.0,0.0,0.0,2,2.0,medium,3,0.5197996036202535,1
21774,0,0.34,41202.0,43012.41,0.0,6.0,32.0,0.0,0.0,0,2.0,low,2,0.5197996036202535,1
21775,0,0.24,38858.0,45019.19,0.0,6.0,32.0,0.0,2.0,1,2.0,low,2,0.4051395622015246,0
21776,1,0.27,27150.0,68044.17,0.0,18.0,62.0,0.0,0.0,3,0.0,low,2,0.46548071967725424,0
21777,1,0.18,25647.0,55026.96,0.0,10.0,28.0,0.0,1.0,1,0.0,low,2,0.46548071967725424,0
21778,1,0.36,25647.0,52656.66,0.0,10.0,32.0,0.0,0.0,1,0.0,low,2,0.557187659027365,1
21779,0,0.18,0.0,40026.8,0.0,10.0,32.0,0.0,1.0,0,0.0,low,2,0.46548071967725424,0
21780,0,0.34,151333.0,180026.99,0.0,16.0,32.0,0.0,1.0,2,2.0,medium,3,0.5197996036202535,1
21781,0,0.26,25647.0,32029.46,0.0,10.0,32.0,0.0,0.0,1,0.0,low,2,0.46548071967725424,0
21782,0,0.23,0.0,88032.4,0.0,18.0,32.0,0.0,0.0,3,0.0,low,2,0.46548071967725424,0
21783,1,0.16,74694.0,78010.52,0.0,8.0,32.0,0.0,0.0,3,2.0,medium,3,0.3868718033895916,0
21784,0,0.39,0.0,70030.68,0.0,10.0,32.0,0.0,0.0,0,2.0,low,2,0.557187659027365,1
21785,0,0.29,34978.0,52021.95,0.0,9.0,32.0,0.0,1.0,0,0.0,low,2,0.5197996036202535,1
21786,0,0.22,8794.0,50026.81,0.0,6.0,32.0,0.0,1.0,3,2.0,low,2,0.4051395622015246,0
21787,0,0.38,25647.0,88028.53,0.0,10.0,66.0,0.0,2.0,1,0.0,low,2,0.557187659027365,1
21788,0,0.15,14980.0,55036.84,0.0,9.0,29.0,0.0,2.0,2,2.0,low,2,0.31694586105783434,0
21789,0,0.32,0.0,34016.18,0.0,6.0,32.0,0.0,2.0,3,0.0,low,2,0.5197996036202535,1
21790,0,0.17,25647.0,85038.86,0.0,10.0,32.0,0.0,0.0,1,2.0,medium,3,0.3868718033895916,0
21791,0,0.49,43844.0,110012.23,0.0,9.0,32.0,0.0,2.0,1,0.0,low,2,0.5941942313235472,1
21792,1,0.32,6550.0,43021.31,0.0,5.0,45.0,0.0,0.0,3,0.0,low,2,0.5197996036202535,1
21793,0,0.41,37535.0,57012.94,0.0,6.0,70.0,0.0,1.0,1,2.0,medium,3,0.557187659027365,1
21794,0,0.52,80296.0,110017.77,0.0,23.0,30.0,0.0,2.0,1,2.0,medium,3,0.5941942313235472,1
21795,0,0.29,25647.0,60016.82,0.0,10.0,45.0,0.0,2.0,0,0.0,low,2,0.5197996036202535,1
21796,1,0.21,17857.0,87523.21,0.0,8.0,20.0,0.0,2.0,3,0.0,medium,3,0.46548071967725424,0
21797,0,0.17,10149.0,36022.48,0.0,15.0,32.0,0.0,0.0,2,0.0,low,2,0.3868718033895916,0
21798,0,0.18,25647.0,48018.7,0.0,10.0,32.0,0.0,0.0,0,0.0,low,2,0.46548071967725424,0
21799,0,0.44,5074.0,102024.72,0.0,11.0,38.0,0.0,1.0,2,2.0,low,2,0.5941942313235472,1
21800,0,0.43,0.0,25009.74,0.0,8.0,32.0,0.0,2.0,2,0.0,medium,3,0.5941942313235472,1
21801,0,0.18,45999.0,48017.5,0.0,25.0,32.0,0.0,2.0,2,2.0,medium,3,0.46548071967725424,0
21802,0,0.25,25647.0,94031.69,0.0,10.0,32.0,0.0,0.0,0,0.0,medium,3,0.46548071967725424,0
21803,0,0.28,33129.0,47028.22,0.0,17.0,24.0,0.0,1.0,2,2.0,good,1,0.46548071967725424,0
21804,0,0.14,35500.0,63025.45,0.0,9.0,79.0,0.0,2.0,0,0.0,medium,3,0.31694586105783434,0
21805,0,0.17,37527.0,130018.16,0.0,12.0,32.0,0.0,2.0,0,2.0,low,2,0.3868718033895916,0
21806,1,0.28,23770.0,62028.97,0.0,8.0,60.0,1.0,0.0,1,2.0,low,2,0.46548071967725424,0
21807,0,0.28,41733.0,43028.48,0.0,8.0,9.0,0.0,1.0,3,2.0,low,2,0.46548071967725424,0
21808,0,0.24,25647.0,47015.52,0.0,10.0,46.0,0.0,2.0,0,0.0,good,1,0.46548071967725424,0
21809,0,0.41,36344.0,80018.26,0.0,6.0,32.0,1.0,2.0,3,0.0,low,2,0.557187659027365,1
21810,0,0.28,26136.0,54029.08,0.0,17.0,32.0,2.0,0.0,1,2.0,good,1,0.46548071967725424,0
21811,0,0.32,25647.0,50013.41,0.0,10.0,29.0,0.0,2.0,3,2.0,low,2,0.5197996036202535,1
21812,1,0.25,16244.0,35024.44,0.0,8.0,32.0,0.0,1.0,1,2.0,medium,3,0.46548071967725424,0
21813,0,0.25,25647.0,65019.79,0.0,10.0,32.0,0.0,1.0,3,2.0,good,1,0.46548071967725424,0
21814,0,0.32,25647.0,20027.61,0.0,10.0,74.0,0.0,2.0,1,2.0,low,2,0.5197996036202535,1
21815,0,0.34,25647.0,30025.7,0.0,10.0,32.0,0.0,1.0,3,2.0,low,2,0.5197996036202535,1
21816,1,0.29,0.0,27015.79,0.0,10.0,32.0,0.0,0.0,3,0.0,low,2,0.5197996036202535,1
21817,0,0.29,65000.0,200015.28,0.0,8.0,46.0,0.0,2.0,2,0.0,low,2,0.5197996036202535,1
21818,0,0.22,0.0,100025.0,0.0,8.0,32.0,0.0,0.0,2,2.0,low,2,0.46548071967725424,0
21819,0,0.31,0.0,55015.36,0.0,2.0,32.0,0.0,0.0,1,0.0,low,2,0.5197996036202535,1
21820,0,0.3,26691.0,42290.33,0.0,17.0,9.0,0.0,2.0,3,2.0,low,2,0.5197996036202535,1
21821,1,0.4,0.0,24736.59,0.0,12.0,32.0,1.0,1.0,2,2.0,medium,3,0.557187659027365,1
21822,0,0.21,0.0,55020.14,0.0,6.0,21.0,0.0,1.0,1,2.0,low,2,0.4051395622015246,0
21823,0,0.38,9999.0,47020.01,0.0,12.0,32.0,0.0,1.0,1,2.0,low,2,0.557187659027365,1
21824,0,0.22,0.0,120026.81,0.0,12.0,17.0,0.0,1.0,2,2.0,low,2,0.46548071967725424,0
21825,0,0.35,25647.0,39610.95,0.0,10.0,32.0,0.0,0.0,2,2.0,medium,3,0.557187659027365,1
21826,0,0.3,25647.0,33012.37,0.0,10.0,32.0,0.0,0.0,1,0.0,low,2,0.5197996036202535,1
21827,0,0.16,25335.0,55024.06,0.0,9.0,32.0,0.0,1.0,3,2.0,low,2,0.3868718033895916,0
21828,0,0.28,25647.0,41010.5,0.0,10.0,32.0,0.0,1.0,0,2.0,low,2,0.46548071967725424,0
21829,0,0.35,18964.0,145029.97,0.0,9.0,21.0,0.0,2.0,1,2.0,low,2,0.557187659027365,1
