,target_default,score_3,risk_rate,credit_limit,income,n_defaulted_loans,n_issues,ok_since,n_bankruptcies,score_rating,score_rating_enc,situation
23066,0,640.0,0.14,37637.0,75023.66,0.0,12.0,72.0,0.0,excellent,0,0
23067,1,340.0,0.32,26802.0,60038.49,0.0,9.0,32.0,0.0,low,2,cured
23069,1,460.0,0.53,113010.0,200031.38,0.0,19.0,73.0,0.0,medium,3,cured
23070,0,270.0,0.36,17009.0,110031.99,0.0,11.0,32.0,0.0,low,2,0
23072,0,200.0,0.23,30082.0,250021.84,0.0,14.0,57.0,0.0,low,2,0
23073,0,590.0,0.23,26615.0,30008.61,0.0,14.0,28.0,0.0,good,1,0
23074,0,460.0,0.42,40195.0,96627.58,0.0,13.0,46.0,0.0,medium,3,0
23075,0,150.0,0.13,22937.0,60044.58,0.0,15.0,32.0,0.0,low,2,0
23076,0,380.0,0.26,36322.0,47002.99,0.0,9.0,31.0,0.0,low,2,0
23077,1,370.0,0.43,55273.0,145023.1,0.0,10.0,32.0,0.0,low,2,cured
23078,0,280.0,0.3,28654.0,60027.44,0.0,7.0,17.0,0.0,low,2,0
23079,0,290.0,0.19,25647.0,40014.87,0.0,10.0,38.0,0.0,low,2,0
23080,0,430.0,0.45,18407.0,37456.44,0.0,11.0,32.0,0.0,medium,3,0
23081,1,350.0,0.3,43271.0,72532.76,0.0,13.0,6.0,0.0,low,2,cured
23082,0,420.0,0.28,35560.0,27026.28,0.0,7.0,32.0,0.0,medium,3,0
23083,0,530.0,0.31,25647.0,74015.12,0.0,21.0,32.0,0.0,good,1,0
23084,1,200.0,0.2,0.0,60011.79,0.0,5.0,10.0,0.0,low,2,cured
23085,0,420.0,0.28,38606.0,35036.43,0.0,10.0,32.0,0.0,medium,3,0
23086,0,310.0,0.29,119656.0,100049.55,0.0,25.0,22.0,0.0,low,2,0
23087,0,210.0,0.11,25647.0,75011.35,0.0,10.0,32.0,0.0,low,2,0
23088,0,240.0,0.28,25647.0,24012.88,0.0,9.0,32.0,0.0,low,2,0
23089,0,230.0,0.2,148022.0,136523.75,0.0,12.0,32.0,0.0,low,2,0
23090,0,210.0,0.39,13986.0,128040.43,0.0,20.0,32.0,0.0,low,2,0
23091,0,310.0,0.33,25647.0,68012.48,0.0,10.0,70.0,0.0,low,2,0
23092,0,360.0,0.22,0.0,128028.94,0.0,5.0,37.0,0.0,low,2,0
23093,0,330.0,0.34,25647.0,52026.59,0.0,10.0,32.0,0.0,low,2,0
23094,0,300.0,0.39,36324.0,60016.82,0.0,7.0,2.0,0.0,low,2,0
23095,0,250.0,0.25,12042.0,77780.62,0.0,10.0,32.0,0.0,low,2,0
23096,0,350.0,0.32,26804.0,54020.18,0.0,7.0,23.0,0.0,low,2,0
23097,1,340.0,0.33,41988.0,115008.58,0.0,14.0,10.0,0.0,low,2,cured
23098,0,560.0,0.42,47204.0,93010.42,0.0,6.0,7.0,0.0,good,1,0
23100,0,360.0,0.08,0.0,86217.23,0.0,4.0,32.0,0.0,low,2,0
23101,0,360.0,0.25,22298.0,91387.16,0.0,18.0,32.0,0.0,low,2,0
23102,1,390.0,0.29,5506.0,79025.41,0.0,10.0,20.0,0.0,low,2,cured
23103,1,500.0,0.35,18313.0,39797.64,0.0,10.0,32.0,0.0,medium,3,cured
23104,1,280.0,0.21,25647.0,28016.24,0.0,10.0,32.0,0.0,low,2,cured
23105,0,380.0,0.19,25647.0,90650.51,0.0,10.0,32.0,0.0,low,2,0
23106,0,490.0,0.28,43472.0,36030.24,0.0,10.0,32.0,0.0,medium,3,0
23107,0,350.0,0.4,25647.0,37022.17,0.0,10.0,32.0,0.0,low,2,0
23108,1,440.0,0.24,72436.0,85023.6,0.0,17.0,32.0,0.0,medium,3,cured
23109,0,340.0,0.19,150571.0,160023.26,0.0,17.0,46.0,0.0,low,2,0
23110,0,300.0,0.3,25647.0,29140.99,0.0,10.0,68.0,0.0,low,2,0
23111,0,360.0,0.25,96889.0,250029.51,0.0,17.0,32.0,0.0,low,2,0
23112,0,330.0,0.22,25647.0,12026.43,0.0,10.0,32.0,0.0,low,2,0
23113,0,660.0,0.19,25647.0,71518.7,0.0,7.0,32.0,0.0,excellent,0,0
23114,0,430.0,0.23,25647.0,29026.97,0.0,10.0,39.0,0.0,medium,3,0
23115,1,330.0,0.23,25647.0,55024.35,0.0,10.0,21.0,1.0,low,2,cured
23116,0,250.0,0.14,29893.0,62521.39,0.0,9.0,32.0,0.0,low,2,0
23117,0,290.0,0.28,63402.0,450018.67,0.0,10.0,30.0,0.0,low,2,0
23119,0,400.0,0.22,10000.0,64026.28,0.0,10.0,32.0,0.0,medium,3,0
23120,0,290.0,0.23,35468.0,65015.22,0.0,5.0,29.0,0.0,low,2,0
23121,0,410.0,0.1,34090.0,67025.91,0.0,7.0,32.0,0.0,medium,3,0
23122,0,220.0,0.22,112711.0,90044.72,0.0,12.0,32.0,0.0,low,2,0
23123,0,370.0,0.25,58696.0,33615.57,0.0,11.0,80.0,0.0,low,2,0
23124,0,320.0,0.19,92657.0,165024.4,0.0,10.0,39.0,0.0,low,2,0
23126,0,480.0,0.26,5062.0,30034.81,0.0,8.0,78.0,0.0,medium,3,0
23127,0,350.0,0.25,32750.0,88015.12,0.0,14.0,32.0,0.0,low,2,0
23128,1,630.0,0.31,25647.0,25022.31,0.0,12.0,47.0,0.0,excellent,0,cured
23129,0,530.0,0.14,25647.0,52018.15,0.0,10.0,32.0,0.0,good,1,0
23130,0,300.0,0.26,25647.0,90021.62,0.0,10.0,32.0,0.0,low,2,0
23131,0,400.0,0.41,25647.0,80028.61,0.0,10.0,32.0,0.0,medium,3,0
23132,0,440.0,0.3,25647.0,52018.61,0.0,8.0,8.0,0.0,medium,3,0
23134,0,330.0,0.29,17327.0,58013.23,0.0,8.0,75.0,1.0,low,2,0
23135,0,420.0,0.29,11521.0,126622.05,0.0,17.0,32.0,0.0,medium,3,0
23136,0,380.0,0.35,21167.0,40529.3,0.0,13.0,22.0,0.0,low,2,0
23137,0,340.0,0.27,25647.0,56664.56,0.0,10.0,33.0,0.0,low,2,0
23138,1,460.0,0.41,40594.0,62037.0,0.0,9.0,13.0,0.0,medium,3,cured
23139,0,300.0,0.27,43058.0,83021.97,0.0,8.0,75.0,0.0,low,2,0
23140,0,320.0,0.15,61867.0,80010.26,0.0,13.0,32.0,0.0,low,2,0
23141,0,270.0,0.15,48256.0,70029.77,2.0,6.0,8.0,0.0,low,2,workout
23142,0,280.0,0.28,25647.0,68028.48,0.0,10.0,22.0,0.0,low,2,0
23143,1,510.0,0.41,50893.0,56953.13,0.0,7.0,32.0,0.0,good,1,cured
23144,0,280.0,0.27,17750.0,56025.16,0.0,9.0,72.0,0.0,low,2,0
23145,0,290.0,0.39,25647.0,83032.38,0.0,10.0,32.0,0.0,low,2,0
23146,1,210.0,0.3,25647.0,118030.96,0.0,10.0,32.0,0.0,low,2,cured
23147,0,530.0,0.45,69247.0,45038.71,0.0,13.0,32.0,0.0,good,1,0
23148,0,200.0,0.26,25647.0,35033.05,0.0,6.0,32.0,0.0,low,2,0
23149,1,310.0,0.2,0.0,55012.65,0.0,13.0,45.0,0.0,low,2,cured
23150,1,300.0,0.21,12673.0,48013.5,0.0,14.0,53.0,0.0,low,2,cured
23151,0,190.0,0.2,30990.0,100022.27,0.0,13.0,50.0,0.0,low,2,0
23152,0,480.0,0.28,67736.0,46517.67,0.0,15.0,79.0,0.0,medium,3,0
23153,0,510.0,0.33,123978.0,50017.52,0.0,16.0,32.0,0.0,good,1,0
23154,0,170.0,0.18,103285.0,205020.72,0.0,13.0,29.0,0.0,low,2,0
23155,0,400.0,0.19,43654.0,60024.78,0.0,15.0,51.0,0.0,medium,3,0
23156,0,190.0,0.43,25647.0,104243.78,0.0,10.0,32.0,0.0,low,2,0
23157,0,240.0,0.29,0.0,170011.09,0.0,6.0,67.0,0.0,low,2,0
23158,0,390.0,0.29,35101.0,75032.04,0.0,16.0,38.0,0.0,low,2,0
23159,0,130.0,0.26,26936.0,86038.58,0.0,7.0,32.0,0.0,low,2,0
23160,0,560.0,0.37,25647.0,60027.3,0.0,10.0,32.0,0.0,good,1,0
23161,0,500.0,0.35,9650.0,26022.62,0.0,7.0,32.0,0.0,medium,3,0
23162,0,450.0,0.35,74778.0,58035.46,0.0,10.0,9.0,0.0,medium,3,0
23163,1,610.0,0.29,8165.0,30039.07,0.0,12.0,32.0,0.0,excellent,0,cured
23164,0,360.0,0.35,78463.0,106036.76,0.0,15.0,32.0,0.0,low,2,0
23166,1,430.0,0.31,25647.0,52015.42,0.0,10.0,32.0,0.0,medium,3,cured
23168,0,240.0,0.27,30962.0,70018.37,0.0,7.0,7.0,0.0,low,2,0
23170,0,360.0,0.27,28589.0,47018.91,0.0,12.0,17.0,0.0,low,2,0
23171,1,560.0,0.37,0.0,41031.85,0.0,15.0,77.0,0.0,good,1,cured
23172,0,330.0,0.13,0.0,36031.11,0.0,3.0,32.0,0.0,low,2,0
23173,1,430.0,0.37,59434.0,62032.38,0.0,14.0,8.0,0.0,medium,3,cured
23174,0,320.0,0.33,5109.0,190006.83,0.0,10.0,32.0,0.0,low,2,0
23175,0,300.0,0.18,25647.0,43021.19,0.0,10.0,32.0,0.0,low,2,0
23177,1,460.0,0.41,75914.0,74017.52,0.0,19.0,32.0,0.0,medium,3,cured
23178,0,300.0,0.27,25647.0,105036.67,0.0,10.0,32.0,0.0,low,2,0
23179,1,300.0,0.24,25647.0,96027.35,0.0,10.0,32.0,0.0,low,2,cured
23180,0,350.0,0.21,25647.0,65026.34,0.0,10.0,43.0,0.0,low,2,0
23181,0,420.0,0.24,0.0,450011.27,0.0,6.0,14.0,0.0,medium,3,0
23182,0,310.0,0.34,0.0,188030.47,0.0,7.0,32.0,0.0,low,2,0
23183,0,320.0,0.3,0.0,55033.29,0.0,6.0,32.0,0.0,low,2,0
23184,0,460.0,0.27,0.0,26013.65,0.0,13.0,34.0,0.0,medium,3,0
23185,1,320.0,0.32,21812.0,100007.85,0.0,6.0,32.0,0.0,low,2,cured
23186,0,560.0,0.21,191586.0,80024.24,0.0,8.0,15.0,0.0,good,1,0
23187,0,220.0,0.22,46490.0,80040.79,0.0,6.0,32.0,0.0,low,2,0
23188,0,450.0,0.32,58745.0,43028.21,0.0,9.0,22.0,0.0,medium,3,0
23189,0,320.0,0.35,0.0,36030.39,0.0,7.0,32.0,0.0,low,2,0
23190,1,110.0,0.23,600.0,42036.72,0.0,8.0,55.0,1.0,low,2,cured
23191,1,370.0,0.34,0.0,50013.04,0.0,13.0,32.0,0.0,low,2,cured
23192,0,170.0,0.34,0.0,67015.77,0.0,10.0,32.0,0.0,low,2,0
23193,1,340.0,0.34,29587.0,70041.1,0.0,9.0,16.0,0.0,low,2,cured
23194,1,540.0,0.32,39758.0,60037.2,0.0,9.0,32.0,0.0,good,1,cured
23195,0,290.0,0.29,0.0,23026.09,0.0,6.0,66.0,0.0,low,2,0
23196,0,260.0,0.32,25647.0,40029.75,0.0,10.0,25.0,0.0,low,2,0
23197,0,290.0,0.31,0.0,65028.59,0.0,11.0,32.0,0.0,low,2,0
23198,0,290.0,0.35,12793.0,120016.5,0.0,7.0,20.0,0.0,low,2,0
23199,0,560.0,0.19,25647.0,71036.01,0.0,11.0,32.0,0.0,good,1,0
23200,1,270.0,0.26,49401.0,63027.86,0.0,11.0,18.0,0.0,low,2,cured
23201,1,230.0,0.43,25647.0,19023.19,0.0,7.0,32.0,0.0,low,2,cured
23202,0,380.0,0.43,103331.0,166018.29,0.0,14.0,32.0,0.0,low,2,0
23203,0,250.0,0.28,0.0,48026.3,0.0,9.0,32.0,0.0,low,2,0
23204,0,400.0,0.29,39043.0,88024.03,0.0,7.0,85.0,0.0,medium,3,0
23205,1,350.0,0.43,25647.0,36011.0,0.0,10.0,32.0,0.0,low,2,cured
23206,0,510.0,0.24,97609.0,71031.2,0.0,12.0,23.0,0.0,good,1,0
23207,0,470.0,0.3,82687.0,60022.92,0.0,12.0,26.0,0.0,medium,3,0
23208,0,280.0,0.19,25647.0,100009.9,0.0,10.0,32.0,0.0,low,2,0
23209,0,350.0,0.35,52900.0,75023.3,0.0,12.0,26.0,0.0,low,2,0
23211,0,380.0,0.3,23100.0,49531.68,0.0,12.0,31.0,0.0,low,2,0
23212,0,210.0,0.28,15622.0,57030.48,2.0,17.0,7.0,0.0,low,2,workout
23213,0,350.0,0.26,25647.0,60019.38,0.0,8.0,32.0,0.0,low,2,0
23214,0,220.0,0.4,12265.0,79902.84,0.0,11.0,21.0,0.0,low,2,0
23215,1,260.0,0.28,25647.0,45019.61,0.0,10.0,32.0,0.0,low,2,cured
23216,0,360.0,0.16,25647.0,20014.47,0.0,10.0,32.0,0.0,low,2,0
23217,0,390.0,0.19,0.0,30020.33,0.0,7.0,10.0,0.0,low,2,0
23218,0,260.0,0.31,25647.0,60020.41,0.0,10.0,32.0,0.0,low,2,0
23219,0,310.0,0.32,25647.0,60012.22,0.0,10.0,32.0,0.0,low,2,0
23221,1,480.0,0.24,28955.0,36033.59,0.0,9.0,32.0,0.0,medium,3,cured
23222,0,260.0,0.39,0.0,400013.32,0.0,4.0,32.0,0.0,low,2,0
23223,0,600.0,0.23,19651.0,35028.48,0.0,10.0,77.0,0.0,good,1,0
23224,0,140.0,0.35,25647.0,71023.92,0.0,10.0,32.0,0.0,low,2,0
23225,0,340.0,0.17,25647.0,45035.94,0.0,10.0,32.0,0.0,low,2,0
23226,0,300.0,0.26,19500.0,65011.09,0.0,12.0,32.0,0.0,low,2,0
23227,0,280.0,0.35,25647.0,39513.27,0.0,10.0,35.0,0.0,low,2,0
23228,0,340.0,0.33,90350.0,152023.2,0.0,11.0,32.0,0.0,low,2,0
23229,0,340.0,0.44,135915.0,90035.43,0.0,18.0,32.0,0.0,low,2,0
23230,0,450.0,0.2,25647.0,42517.47,0.0,10.0,65.0,0.0,medium,3,0
23231,0,230.0,0.26,25647.0,71024.45,0.0,10.0,32.0,0.0,low,2,0
23232,1,190.0,0.38,0.0,39080.04,0.0,7.0,32.0,0.0,low,2,cured
23233,0,290.0,0.36,25647.0,32407.05,0.0,10.0,32.0,0.0,low,2,0
23234,0,280.0,0.39,51220.0,88007.55,0.0,7.0,7.0,1.0,low,2,0
23235,0,340.0,0.3,29115.0,35021.84,0.0,14.0,32.0,0.0,low,2,0
23236,0,180.0,0.27,15075.0,85040.75,0.0,10.0,51.0,0.0,low,2,0
23237,0,250.0,0.42,25647.0,39631.58,0.0,10.0,58.0,0.0,low,2,0
23238,1,230.0,0.31,25647.0,31261.74,0.0,10.0,32.0,0.0,low,2,cured
23239,1,530.0,0.54,54524.0,100012.25,0.0,14.0,32.0,0.0,good,1,cured
23240,0,230.0,0.16,0.0,77049.64,0.0,9.0,32.0,0.0,low,2,0
23241,0,370.0,0.28,8498.0,68021.56,0.0,14.0,56.0,0.0,low,2,0
23242,1,290.0,0.29,60713.0,54540.06,0.0,15.0,32.0,0.0,low,2,cured
23243,0,230.0,0.25,25647.0,27018.52,0.0,8.0,32.0,0.0,low,2,0
23244,0,220.0,0.36,0.0,78012.57,0.0,7.0,32.0,0.0,low,2,0
23245,0,240.0,0.34,25647.0,50039.06,0.0,11.0,32.0,0.0,low,2,0
23246,0,480.0,0.31,47083.0,83019.5,0.0,11.0,32.0,0.0,medium,3,0
23247,0,480.0,0.27,25647.0,24019.63,0.0,10.0,32.0,0.0,medium,3,0
23248,0,440.0,0.44,21548.0,52020.75,0.0,8.0,32.0,0.0,medium,3,0
23249,0,300.0,0.25,25647.0,53020.56,0.0,10.0,32.0,0.0,low,2,0
23250,0,230.0,0.27,34019.0,85024.75,0.0,23.0,32.0,0.0,low,2,0
23252,0,160.0,0.23,0.0,35024.14,0.0,7.0,66.0,1.0,low,2,0
23254,0,170.0,0.39,16373.0,60026.44,0.0,8.0,76.0,0.0,low,2,0
23255,0,330.0,0.31,21520.0,68037.23,0.0,10.0,6.0,0.0,low,2,0
23256,1,270.0,0.38,25647.0,56015.64,0.0,10.0,32.0,1.0,low,2,cured
23257,0,430.0,0.32,25647.0,100020.83,0.0,10.0,32.0,0.0,medium,3,0
23258,0,490.0,0.3,90688.0,86033.75,0.0,16.0,34.0,0.0,medium,3,0
23259,0,360.0,0.23,25647.0,25035.82,0.0,10.0,40.0,0.0,low,2,0
23261,0,470.0,0.24,37382.0,75011.91,0.0,10.0,32.0,0.0,medium,3,0
23262,0,570.0,0.17,25647.0,52023.17,0.0,10.0,32.0,0.0,good,1,0
23263,0,340.0,0.55,25647.0,73030.34,0.0,10.0,32.0,0.0,low,2,0
23264,0,420.0,0.27,25647.0,24035.53,0.0,10.0,32.0,0.0,medium,3,0
23265,0,500.0,0.28,48825.0,50130.82,0.0,14.0,32.0,0.0,medium,3,0
23266,0,310.0,0.29,25647.0,45025.68,0.0,10.0,32.0,0.0,low,2,0
23267,0,370.0,0.27,17673.0,72019.7,0.0,13.0,32.0,0.0,low,2,0
23268,0,280.0,0.28,14608.0,30045.03,0.0,12.0,32.0,0.0,low,2,0
23269,0,360.0,0.32,25647.0,29511.39,0.0,10.0,15.0,0.0,low,2,0
23270,0,250.0,0.33,23793.0,105037.56,0.0,13.0,9.0,0.0,low,2,0
23271,0,230.0,0.35,0.0,111044.72,0.0,8.0,32.0,0.0,low,2,0
23272,0,540.0,0.23,34455.0,55025.64,0.0,8.0,32.0,0.0,good,1,0
23273,0,420.0,0.38,38406.0,65013.43,0.0,17.0,32.0,0.0,medium,3,0
23274,1,70.0,0.25,25647.0,53038.36,0.0,10.0,61.0,1.0,low,2,cured
23275,0,510.0,0.54,17402.0,32014.44,0.0,8.0,32.0,0.0,good,1,0
23276,0,210.0,0.19,25647.0,52008.57,0.0,10.0,20.0,0.0,low,2,0
23277,0,110.0,0.26,0.0,32026.49,0.0,6.0,32.0,1.0,low,2,0
23278,0,370.0,0.4,5000.0,29026.48,0.0,6.0,32.0,1.0,low,2,0
23279,0,370.0,0.39,57062.0,42519.87,0.0,16.0,32.0,0.0,low,2,0
23282,0,540.0,0.33,30000.0,100919.76,0.0,7.0,16.0,0.0,good,1,0
23283,0,330.0,0.15,25647.0,35025.45,0.0,10.0,32.0,0.0,low,2,0
23284,0,300.0,0.33,25647.0,80047.36,0.0,10.0,24.0,0.0,low,2,0
23285,0,390.0,0.24,61113.0,85023.57,0.0,8.0,32.0,0.0,low,2,0
23286,0,470.0,0.45,0.0,30026.95,0.0,5.0,32.0,0.0,medium,3,0
23287,0,580.0,0.14,23000.0,66047.07,0.0,12.0,32.0,0.0,good,1,0
23288,0,350.0,0.36,0.0,81146.14,0.0,8.0,32.0,0.0,low,2,0
23289,0,360.0,0.26,0.0,75016.24,0.0,10.0,19.0,1.0,low,2,0
23290,1,180.0,0.56,22370.0,89026.42,0.0,8.0,32.0,0.0,low,2,cured
23291,0,330.0,0.52,47877.0,84029.4,0.0,13.0,46.0,0.0,low,2,0
23293,0,200.0,0.21,5000.0,45025.48,0.0,12.0,10.0,1.0,low,2,0
23294,0,280.0,0.4,62278.0,60032.89,0.0,24.0,32.0,0.0,low,2,0
23295,0,310.0,0.37,70384.0,109687.83,0.0,23.0,32.0,0.0,low,2,0
23296,0,490.0,0.37,23225.0,59429.64,0.0,13.0,32.0,0.0,medium,3,0
23297,0,270.0,0.28,0.0,50025.86,0.0,7.0,32.0,0.0,low,2,0
23298,0,500.0,0.25,25647.0,70018.74,0.0,10.0,32.0,0.0,medium,3,0
23299,0,410.0,0.19,25647.0,41839.18,0.0,10.0,32.0,0.0,medium,3,0
23300,0,270.0,0.29,25647.0,50019.56,0.0,10.0,32.0,0.0,low,2,0
23301,0,330.0,0.27,25647.0,50023.04,0.0,17.0,73.0,0.0,low,2,0
23302,0,250.0,0.54,25647.0,100022.81,0.0,10.0,69.0,0.0,low,2,0
23303,0,450.0,0.23,25647.0,70015.05,0.0,10.0,32.0,0.0,medium,3,0
23304,0,370.0,0.31,15500.0,32016.94,0.0,16.0,60.0,0.0,low,2,0
23305,0,190.0,0.31,0.0,45023.57,0.0,13.0,7.0,0.0,low,2,0
23306,0,540.0,0.06,42521.0,85011.47,0.0,7.0,32.0,0.0,good,1,0
23307,0,390.0,0.23,56761.0,64029.81,0.0,8.0,35.0,0.0,low,2,0
23308,0,420.0,0.43,0.0,33513.06,0.0,14.0,32.0,0.0,medium,3,0
23309,0,390.0,0.34,0.0,29316.45,0.0,10.0,32.0,1.0,low,2,0
23310,1,400.0,0.36,13225.0,23014.39,0.0,7.0,32.0,0.0,medium,3,cured
23311,0,420.0,0.27,25647.0,49014.73,0.0,10.0,13.0,0.0,medium,3,0
23312,0,320.0,0.25,25647.0,50024.13,0.0,10.0,32.0,0.0,low,2,0
23313,0,280.0,0.21,45743.0,50021.44,0.0,8.0,35.0,0.0,low,2,0
23314,1,530.0,0.27,25647.0,42010.52,0.0,8.0,32.0,0.0,good,1,cured
23315,0,170.0,0.25,0.0,35012.29,0.0,12.0,32.0,0.0,low,2,0
23316,0,400.0,0.42,59494.0,150011.48,0.0,13.0,32.0,0.0,medium,3,0
23317,0,280.0,0.32,0.0,30538.24,0.0,9.0,27.0,0.0,low,2,0
23318,0,200.0,0.38,14907.0,65528.69,0.0,19.0,6.0,0.0,low,2,0
23319,0,350.0,0.25,25647.0,70325.92,0.0,10.0,32.0,0.0,low,2,0
23321,1,450.0,0.34,0.0,42027.26,0.0,8.0,0.0,0.0,medium,3,default
23322,0,310.0,0.42,117145.0,76012.28,0.0,24.0,26.0,0.0,low,2,0
23323,0,310.0,0.41,0.0,50013.75,0.0,0.0,32.0,0.0,low,2,0
23324,0,360.0,0.4,25647.0,68017.08,0.0,10.0,32.0,0.0,low,2,0
23325,0,200.0,0.35,25647.0,60029.67,0.0,13.0,26.0,0.0,low,2,0
23326,1,400.0,0.36,300.0,28171.27,0.0,8.0,32.0,0.0,medium,3,cured
23327,1,430.0,0.13,25647.0,40019.37,0.0,10.0,32.0,0.0,medium,3,cured
23328,0,170.0,0.17,25647.0,79017.04,0.0,10.0,35.0,0.0,low,2,0
23330,1,530.0,0.29,35249.0,30015.81,0.0,10.0,53.0,0.0,good,1,cured
23331,0,550.0,0.39,25647.0,48350.37,0.0,10.0,32.0,0.0,good,1,0
23332,0,270.0,0.36,0.0,26443.87,0.0,10.0,32.0,0.0,low,2,0
23333,0,270.0,0.31,6377.0,34007.56,0.0,5.0,32.0,0.0,low,2,0
23334,0,350.0,0.31,22006.0,148034.73,0.0,6.0,7.0,0.0,low,2,0
23335,1,410.0,0.44,12000.0,32012.38,0.0,9.0,32.0,0.0,medium,3,cured
23336,0,210.0,0.29,25647.0,37017.42,0.0,7.0,33.0,0.0,low,2,0
23337,0,330.0,0.31,25647.0,50016.18,0.0,10.0,31.0,0.0,low,2,0
23339,0,380.0,0.21,43041.0,43012.57,0.0,9.0,141.0,0.0,low,2,0
23340,0,230.0,0.39,25647.0,75027.06,0.0,10.0,32.0,0.0,low,2,0
23341,0,510.0,0.18,79831.0,44028.9,0.0,7.0,53.0,0.0,good,1,0
23342,1,500.0,0.38,71200.0,63016.19,0.0,11.0,32.0,1.0,medium,3,cured
23343,0,600.0,0.53,25647.0,48448.26,0.0,10.0,32.0,0.0,good,1,0
23344,0,860.0,0.15,25647.0,84020.16,0.0,10.0,32.0,0.0,excellent,0,0
23345,0,320.0,0.45,30788.0,58018.13,0.0,9.0,23.0,0.0,low,2,0
23346,0,430.0,0.48,27480.0,65012.37,0.0,16.0,32.0,0.0,medium,3,0
23347,0,380.0,0.21,25647.0,28578.2,0.0,10.0,73.0,0.0,low,2,0
23348,0,290.0,0.21,76431.0,165014.97,0.0,13.0,34.0,0.0,low,2,0
23349,0,350.0,0.48,36148.0,52026.74,0.0,6.0,51.0,0.0,low,2,0
23350,0,320.0,0.21,15675.0,50034.65,0.0,10.0,42.0,1.0,low,2,0
23351,0,290.0,0.36,47182.0,109014.92,0.0,12.0,32.0,0.0,low,2,0
23352,0,530.0,0.19,25002.0,52017.16,0.0,10.0,32.0,0.0,good,1,0
23354,0,300.0,0.15,24303.0,80017.71,0.0,13.0,53.0,0.0,low,2,0
23355,0,480.0,0.36,6887.0,25016.32,0.0,9.0,30.0,0.0,medium,3,0
23356,0,390.0,0.17,25647.0,22220.01,0.0,10.0,32.0,0.0,low,2,0
23357,0,260.0,0.32,25647.0,105025.65,0.0,10.0,32.0,0.0,low,2,0
23358,0,590.0,0.44,6673.0,18023.55,0.0,6.0,32.0,0.0,good,1,0
23359,0,230.0,0.22,8901.0,90030.18,0.0,11.0,32.0,0.0,low,2,0
23360,1,120.0,0.21,25647.0,18025.68,0.0,10.0,32.0,0.0,low,2,cured
23361,0,420.0,0.24,10542.0,27198.65,0.0,9.0,22.0,0.0,medium,3,0
23362,0,460.0,0.33,12762.0,63022.23,0.0,9.0,20.0,0.0,medium,3,0
23363,1,260.0,0.22,82049.0,160021.06,0.0,9.0,11.0,0.0,low,2,cured
23366,0,350.0,0.46,15725.0,80830.71,0.0,17.0,32.0,0.0,low,2,0
23367,0,190.0,0.16,39896.0,116023.77,0.0,6.0,32.0,1.0,low,2,0
23368,0,210.0,0.32,25647.0,160026.91,0.0,10.0,63.0,0.0,low,2,0
23369,0,390.0,0.31,8216.0,49030.04,0.0,13.0,32.0,0.0,low,2,0
23370,0,150.0,0.25,37106.0,85026.28,0.0,10.0,4.0,0.0,low,2,0
23371,0,360.0,0.25,25647.0,48028.71,0.0,10.0,32.0,0.0,low,2,0
23372,0,430.0,0.22,113075.0,95045.51,0.0,11.0,48.0,0.0,medium,3,0
23373,0,430.0,0.25,4200.0,29518.75,0.0,8.0,32.0,0.0,medium,3,0
23374,0,370.0,0.2,9297.0,37728.58,0.0,7.0,32.0,0.0,low,2,0
23375,0,360.0,0.25,49477.0,32025.76,0.0,8.0,32.0,0.0,low,2,0
23376,0,320.0,0.24,25647.0,53039.44,0.0,10.0,32.0,0.0,low,2,0
23379,0,210.0,0.25,25647.0,47370.81,0.0,10.0,32.0,0.0,low,2,0
23380,0,350.0,0.34,52979.0,59611.33,0.0,6.0,32.0,0.0,low,2,0
23381,0,290.0,0.21,25647.0,82026.22,0.0,10.0,32.0,0.0,low,2,0
23382,0,170.0,0.38,0.0,44746.67,0.0,4.0,32.0,0.0,low,2,0
23383,1,340.0,0.44,25647.0,47025.58,0.0,21.0,32.0,0.0,low,2,cured
23384,0,260.0,0.24,11170.0,69017.29,0.0,9.0,32.0,0.0,low,2,0
23385,0,270.0,0.31,25647.0,45024.55,0.0,10.0,32.0,0.0,low,2,0
23386,0,330.0,0.23,25647.0,42030.63,0.0,10.0,26.0,0.0,low,2,0
23387,0,280.0,0.3,24560.0,50024.38,0.0,7.0,38.0,0.0,low,2,0
23388,0,340.0,0.34,69351.0,51721.57,0.0,16.0,32.0,0.0,low,2,0
23389,1,380.0,0.5,34176.0,55013.21,0.0,8.0,6.0,0.0,low,2,cured
23390,1,260.0,0.24,26908.0,56015.28,0.0,9.0,69.0,0.0,low,2,cured
23391,0,510.0,0.3,25647.0,55525.22,0.0,12.0,32.0,0.0,good,1,0
23392,1,360.0,0.37,25647.0,75010.29,0.0,10.0,32.0,0.0,low,2,cured
23393,1,270.0,0.31,25647.0,55012.03,0.0,10.0,32.0,0.0,low,2,cured
23394,0,470.0,0.38,48659.0,82017.6,0.0,9.0,50.0,0.0,medium,3,0
23395,0,230.0,0.32,8000.0,120022.76,0.0,6.0,32.0,0.0,low,2,0
23396,0,230.0,0.23,4584.0,62020.33,0.0,12.0,58.0,0.0,low,2,0
23398,0,310.0,0.23,2900.0,57023.4,0.0,11.0,12.0,0.0,low,2,0
23399,1,380.0,0.31,25647.0,72011.43,0.0,10.0,32.0,0.0,low,2,cured
